block_height,market,position,account,coll_usd_e8,debt_usd_e8,health,health_low,health_high,liquidatable,dust
9049309,zest-v1,SP25V846EXWPC9XMCGMGK54FEX9DJ427WX28ZH98D,SP25V846EXWPC9XMCGMGK54FEX9DJ427WX28ZH98D,335731,265036,0.633369,0.629567,0.637168,yes,true
9049309,zest-v1,SP25WCP3QWQR6EGASRKW0KVSQ460PNHFBQ79VAZDR,SP25WCP3QWQR6EGASRKW0KVSQ460PNHFBQ79VAZDR,14450441710,7472251622,1.160328,1.160328,1.160328,no,false
9049309,zest-v1,SP25X4ZVYPKA7W65RN9YFSMRM5XJ77JZAX9JAQNX,SP25X4ZVYPKA7W65RN9YFSMRM5XJ77JZAX9JAQNX,14179643,7363624,1.15538,1.15538,1.15538,no,true
9049309,zest-v1,SP25ZKQSRE95ZKRV7BJHCMTWG3XHWME3CQYEE6X0Z,SP25ZKQSRE95ZKRV7BJHCMTWG3XHWME3CQYEE6X0Z,86740406,35498997,1.466076,1.466076,1.466076,no,true
9049309,zest-v1,SP260SFRAVYMB98QKM5ATNKPC22P47G8PDMKR82N8,SP260SFRAVYMB98QKM5ATNKPC22P47G8PDMKR82N8,308086738,164302500,1.125071,1.113258,1.136885,no,true
9049309,zest-v1,SP262PDQ7VA401X7FSP8PHH3F0W6YTWA7YW9A6R4K,SP262PDQ7VA401X7FSP8PHH3F0W6YTWA7YW9A6R4K,720082710,161098332,2.6819,2.6819,2.6819,no,true
9049309,zest-v1,SP26719B4034HGEH5BYKNVXXXDV9AT6J068JDFM2G,SP26719B4034HGEH5BYKNVXXXDV9AT6J068JDFM2G,6195827549,2455590124,1.513891,1.513891,1.513891,no,false
9049309,zest-v1,SP267M0D84XPBWM0XWZ6NAB92TMKH89W6GBE7ZZP8,SP267M0D84XPBWM0XWZ6NAB92TMKH89W6GBE7ZZP8,384658328,191173141,1.207256,1.207256,1.207256,no,true
9049309,zest-v1,SP26GMJFH3PH7GZK4DRRN9Q7K65YR1C04417KV0F9,SP26GMJFH3PH7GZK4DRRN9Q7K65YR1C04417KV0F9,56925,4250,8.036471,8.035809,8.037146,no,true
9049309,zest-v1,SP26M0D73ZRBKCW385ZHP02DBGWCAY4Y4FFPFWEGK,SP26M0D73ZRBKCW385ZHP02DBGWCAY4Y4FFPFWEGK,5355116345,2044279067,1.571737,1.571737,1.571737,no,false
