block_height,market,position,account,coll_usd_e8,debt_usd_e8,health,health_low,health_high,liquidatable,dust
9049309,granite-aeusdc,SPAYGCTZJ3HZGGKZF98QQGC1RMAD351G9YW8QFYM,SPAYGCTZJ3HZGGKZF98QQGC1RMAD351G9YW8QFYM,5455600,107700,32.92572,32.637037,33.184186,no,true
9049309,granite-aeusdc,SPBE4R18NJMHWEV9R1Z1QJSK00YNBFPR509ATWPW,SPBE4R18NJMHWEV9R1Z1QJSK00YNBFPR509ATWPW,8393200,35900,151.963788,150.633333,152.877437,no,true
9049309,granite-aeusdc,SPBJFB1RA9SA5W85CWY4GWGFKYH59V50KEXER8M9,SPBJFB1RA9SA5W85CWY4GWGFKYH59V50KEXER8M9,8393200,35000,155.871429,154.495726,156.808571,no,true
9049309,granite-aeusdc,SPBKPRPJQG3MT2HFXD2ZVSTGFTXZDWSV75KJ82FF,SPBKPRPJQG3MT2HFXD2ZVSTGFTXZDWSV75KJ82FF,1450779200,0,,,,n/a,false
9049309,granite-aeusdc,SPC4VRQT8TBV877VD15HTM1JZGQ9BER24ZNHCYKH,SPC4VRQT8TBV877VD15HTM1JZGQ9BER24ZNHCYKH,7386000,1000,4800.9,4338.272727,4829.7,no,true
9049309,granite-aeusdc,SPCETFX7D0MSPKS4FXJS54Y0GM51NQHE7GKJGMP3,SPCETFX7D0MSPKS4FXJS54Y0GM51NQHE7GKJGMP3,2098300,176600,7.722537,7.654997,7.786606,no,true
9049309,granite-aeusdc,SPCGM9C01XEVV8YX10QBWESEBVB2PG4TFEDD1T4C,SPCGM9C01XEVV8YX10QBWESEBVB2PG4TFEDD1T4C,1846500,176900,6.784624,6.724915,6.840793,no,true
9049309,granite-aeusdc,SPDTC07XA1RX32X05WW4KQZGV0H7TXG9WRJYEXMC,SPDTC07XA1RX32X05WW4KQZGV0H7TXG9WRJYEXMC,7637800,200,24822.5,16449.333333,24972,no,true
9049309,granite-aeusdc,SPE7274VFNX7718SDXYWS4M1NVX3WMF52BH4KTCV,SPE7274VFNX7718SDXYWS4M1NVX3WMF52BH4KTCV,8057500,400,13093.25,10411.8,13171.75,no,true
9049309,granite-aeusdc,SPE87ZHC11FJJKXCFSG4TYK12FFHH00VR494XF0P,SPE87ZHC11FJJKXCFSG4TYK12FFHH00VR494XF0P,2685800,5000,349.14,340.254902,351.24,no,true
9049309,granite-aeusdc,SPEC1TKF08M1AWAWRS0PMD61PM9PQS3C4861A7H0,SPEC1TKF08M1AWAWRS0PMD61PM9PQS3C4861A7H0,8393200,400,13638.75,10845.6,13720.75,no,true
9049309,granite-aeusdc,SPETR4W27S84W30AA5VAXAYYZBSHK7FX5MTFTBHQ,SPETR4W27S84W30AA5VAXAYYZBSHK7FX5MTFTBHQ,2434000,145700,10.858614,10.76386,10.945667,no,true
9049309,granite-aeusdc,SPFEG5NTNYET3SDSTMH1SA9V4WNGM0X46DJ5VW7H,SPFEG5NTNYET3SDSTMH1SA9V4WNGM0X46DJ5VW7H,8393200,12700,429.566929,423.65625,432.149606,no,true
9049309,granite-aeusdc,SPFWV4SD4CB6JX36FJKMTDZ8FHTJWR4R9KFNT2CE,SPFWV4SD4CB6JX36FJKMTDZ8FHTJWR4R9KFNT2CE,1175000,28900,26.425606,26.17931,26.584775,no,true
9049309,granite-aeusdc,SPGDQ0NPDRCF1S4FDV9ERSDFR71AJ6MSNP3B9SEG,SPGDQ0NPDRCF1S4FDV9ERSDFR71AJ6MSNP3B9SEG,4532300,54400,54.152574,53.631868,54.578269,no,true
9049309,granite-aeusdc,SPGKZHBNFTBGBDJQXYP95BV1PMPF9JESS53RJ71X,SPGKZHBNFTBGBDJQXYP95BV1PMPF9JESS53RJ71X,2098300,200,6819,4519,6860,no,true
9049309,granite-aeusdc,SPH2XHC2XGHVK42PPPPY7KJMRE29SKATJKTRRG9E,SPH2XHC2XGHVK42PPPPY7KJMRE29SKATJKTRRG9E,1678600,400,2727.5,2169,2744,no,true
9049309,granite-aeusdc,SPH85KRAD77SKPETN5T494XJ7EEZB265ZWGKSJ4G,SPH85KRAD77SKPETN5T494XJ7EEZB265ZWGKSJ4G,5623500,200,18276,12111,18385.5,no,true
9049309,granite-aeusdc,SPHRBC57NXSAGXGC30XMXF2D4AEHME36J900B8J0,SPHRBC57NXSAGXGC30XMXF2D4AEHME36J900B8J0,7386000,200,24004.5,15907,24148.5,no,true
9049309,granite-aeusdc,SPHVMSKDTBASH0EFD3CPVZQ2DTP36AFZ9TJ9NBB7,SPHVMSKDTBASH0EFD3CPVZQ2DTP36AFZ9TJ9NBB7,8393200,6668400,0.818112,0.811177,0.825085,yes,true
9049309,granite-aeusdc,SPHZW8N7EMXHY7N72JNE2EE1TD4Z1FZ8GENAHYFS,SPHZW8N7EMXHY7N72JNE2EE1TD4Z1FZ8GENAHYFS,251700,35300,4.634561,4.59322,4.66289,no,true
9049309,granite-aeusdc,SPJ1C5K6Z66JAMXQWCVXV5PHJ3WN59VTA7R4PKZ7,SPJ1C5K6Z66JAMXQWCVXV5PHJ3WN59VTA7R4PKZ7,8393200,400,13638.75,10845.6,13720.75,no,true
9049309,granite-aeusdc,SPJCVZ68JVSSWGGXKDKCCN9QVGM30DRVNB0JXKPX,SPJCVZ68JVSSWGGXKDKCCN9QVGM30DRVNB0JXKPX,8393200,700,7793.571429,6778.5,7840.428571,no,true
9049309,granite-aeusdc,SPJZ1C0AC0VMB3VM1AFSQASSS1D2JXDRPZ9Z17HT,SPJZ1C0AC0VMB3VM1AFSQASSS1D2JXDRPZ9Z17HT,7889600,179700,28.537563,28.287458,28.773006,no,true
9049309,granite-aeusdc,SPK3JSTFTP5AW4R16R9NAE6D68ENF2JDQMA31S4N,SPK3JSTFTP5AW4R16R9NAE6D68ENF2JDQMA31S4N,671400,400,1091,867.6,1097.5,no,true
9049309,granite-aeusdc,SPK6CMBDENYB71F34E20H7SEJQ7BMZM1CMH51Z35,SPK6CMBDENYB71F34E20H7SEJQ7BMZM1CMH51Z35,8393200,200,27277.5,18076,27441.5,no,true
9049309,granite-aeusdc,SPK6M71051EADZEK3GC8G3JASBRF9G1NNHPYWNXV,SPK6M71051EADZEK3GC8G3JASBRF9G1NNHPYWNXV,8393200,200,27277.5,18076,27441.5,no,true
9049309,granite-aeusdc,SPKBHR2D2AT4F62KSTKS1KVJHD5RM7DXH2J27B50,SPKBHR2D2AT4F62KSTKS1KVJHD5RM7DXH2J27B50,83900,3800,14.342105,13.897436,14.421053,no,true
9049309,granite-aeusdc,SPKF142YTSJXF0V75Z20JCGCKEEZZWTJ4D5VVKC3,SPKF142YTSJXF0V75Z20JCGCKEEZZWTJ4D5VVKC3,8393200,5300,1029.339623,1004.222222,1035.528302,no,true
9049309,granite-aeusdc,SPKRKWT9EDVC1ZQKWYPF7HSSJM9FS4PNYAF2N8F2,SPKRKWT9EDVC1ZQKWYPF7HSSJM9FS4PNYAF2N8F2,7390202900,0,,,,n/a,false
9049309,granite-aeusdc,SPM3N1TF7BATYWZSN05TRVNE6TFV2CGNHMKEVETK,SPM3N1TF7BATYWZSN05TRVNE6TFV2CGNHMKEVETK,6378800,200,20731,13737.666667,20855.5,no,true
9049309,granite-aeusdc,SPMA4G7FYX926EQSD0J36B8AN4NS7823H7JRY414,SPMA4G7FYX926EQSD0J36B8AN4NS7823H7JRY414,923261200,0,,,,n/a,false
9049309,granite-aeusdc,SPMDPB515FFGZE56KQPZRFMMY0HCT674QXAK0CH0,SPMDPB515FFGZE56KQPZRFMMY0HCT674QXAK0CH0,8393200,700,7793.571429,6778.5,7840.428571,no,true
9049309,granite-aeusdc,SPMZ7H40C7FHR6AW8HK0F21MWEAD21H5J3CAJ0PJ,SPMZ7H40C7FHR6AW8HK0F21MWEAD21H5J3CAJ0PJ,184820100,0,,,,n/a,false
9049309,granite-aeusdc,SPN5FPJJQ6CVAHV1C82QK9Q6315230VF4H2D6JBN,SPN5FPJJQ6CVAHV1C82QK9Q6315230VF4H2D6JBN,1594700,177100,5.852626,5.801239,5.900962,no,true
9049309,granite-aeusdc,SPN81965G1WZ1143K0KS4R553X9V1VWMDN3YXAYC,SPN81965G1WZ1143K0KS4R553X9V1VWMDN3YXAYC,5875200,176600,21.624009,21.434218,21.803632,no,true
9049309,granite-aeusdc,SPNB8NKMHP8J8MF6ZTE8R94NWQ2H0Q2JCX78JXM2,SPNB8NKMHP8J8MF6ZTE8R94NWQ2H0Q2JCX78JXM2,5707400,200,18549,12291.666667,18660,no,true
9049309,granite-aeusdc,SPNCMGY9QZB0V5NWF88PTGQHHG09MBCBHD44RD9E,SPNCMGY9QZB0V5NWF88PTGQHHG09MBCBHD44RD9E,5791300,400,9410.75,7483.4,9467.25,no,true
9049309,granite-aeusdc,SPPDRBQN72YPFCMV86CMR235GHC34S0ZW8P87V23,SPPDRBQN72YPFCMV86CMR235GHC34S0ZW8P87V23,5959200,400,9683.5,7700.4,9741.5,no,true
9049309,granite-aeusdc,SPPEYQ5DZW6EAP96WXVRP1RR1MNKM82QQB00SSHE,SPPEYQ5DZW6EAP96WXVRP1RR1MNKM82QQB00SSHE,8393200,3900,1398.846154,1355.7,1407.25641,no,true
9049309,granite-aeusdc,SPPJ3SK8QFFXPSNCN4SS5XZ0MSB0FBC5SZSBWAWG,SPPJ3SK8QFFXPSNCN4SS5XZ0MSB0FBC5SZSBWAWG,8393200,200,27277.5,18076,27441.5,no,true
9049309,granite-aeusdc,SPQ9B3SYFV0AFYY96QN5ZJBNGCRRZCCMFHY0M34Z,SPQ9B3SYFV0AFYY96QN5ZJBNGCRRZCCMFHY0M34Z,419600,0,,,,n/a,false
9049309,granite-aeusdc,SPQDPEQP2NERAW7VN6KHKPAQV1QVXHYK9BR7MD8M,SPQDPEQP2NERAW7VN6KHKPAQV1QVXHYK9BR7MD8M,8393200,400,13638.75,10845.6,13720.75,no,true
9049309,granite-aeusdc,SPQZB84K0ZW6BNAVWETXHY6THQT1RYEMF930QZS2,SPQZB84K0ZW6BNAVWETXHY6THQT1RYEMF930QZS2,208824900,0,,,,n/a,false
